id,revenue
3001,10594708.073133087
3002,571783.4977537447
3003,6219455.45780072
3004,5864650.044704231
3005,798066.8480106074
3006,2041962.0901631154
3007,4651078.032550601
3008,35409470.0581862
3009,27692345.5881757
3010,374864035.72107005
3011,379970.07000769686
3012,294125.8097255317
3013,20545054.278171994
3014,395238.6637809293
3015,21160146.375037678
3016,127375.01645972609
3017,113320264.20698978
3018,149879883.05249378
3019,14145162.022955047
3020,487043202.4125871
3021,32845165.297202133
3022,30754011.536969785
3023,55980.192602616
3024,7371546.701729264
3025,83987.26066971992
3026,91564282.51972684
3027,2403227.90491945
3028,110702082.55282068
3029,544315.781922994
3030,9232324.574480841
3031,4978055.475948041
3032,6520996.030181041
3033,881.2036423138436
3034,232244.9340436279
3035,301722.5776533111
3036,21988881.013536718
3037,53565031.51196545
3038,28514461.21062338
3039,3154502.930626642
3040,1725242.9811238507
3041,11656554.296318434
3042,1983089.5584025376
3043,3926906.7896978008
3044,2015309.775717019
3045,604437280.4240931
3046,1458621.3031812147
3047,1211300.313383527
3048,22335407.83785569
3049,43190863.68449092
3050,46073892.26794426
3051,172.31124756008606
3052,12628412.122670738
3053,107941.30983116923
3054,168518.6724069508
3055,66154638.35732051
3056,135083.13999581945
3057,10862746.475077154
3058,280837548.99718267
3059,713717.0420394903
3060,126192052.96087883
3061,31940482.607078973
3062,6169061.776551453
3063,4386862.526557589
3064,33436594.108426638
3065,37575612.25756669
3066,24210752.638892755
3067,227744.92767079343
3068,93076897.44948186
3069,213004072.23658502
3070,1157830.1235550256
3071,2408798.6257990412
3072,582541460.5872823
3073,2705214.5411497443
3074,454810.8221403814
3075,78983371.99187256
3076,138355935.85013178
3077,3592879.9097738178
3078,75827021.85093859
3079,34204026.957153514
3080,181623611.568337
3081,11799267.736082988
3082,2731316.7626742916
3083,6837675.634496983
3084,698.6121153404079
3085,18679489.877341453
3086,64034103.245279774
3087,79056.80502003929
3088,268768.8323741162
3089,28336.74335022527
3090,48691709.7696154
3091,15763901.51089805
3092,2905039.028675924
3093,266797524.552513
3094,181422951.06356272
3095,31814030.00517425
3096,2558920.8982604872
3097,640428363.3173695
3098,29922041.167136647
3099,46077973.07027187
3100,6518576.479836259
3101,6852577.0211899765
3102,266054.23631398065
3103,522910.84786735574
3104,3892256.5156965433
3105,56883907.92749275
3106,53489173.332074575
3107,40955334.25511888
3108,7112498.164597625
3109,10580256.088389011
3110,361489445.13988733
3111,4172891.796219089
3112,213905.1815275597
3113,1933299.7661840362
3114,18763779.773447115
3115,12880369.532562926
3116,4464193.271284974
3117,384327.6256052743
3118,702143.3672979963
3119,371902101.4234375
3120,16438668.397362791
3121,131174.27323962242
3122,3938762.1601791703
3123,13679379.61521928
3124,716226.8431703767
3125,185.48604654321952
3126,45910343.02265066
3127,15316846.764755262
3128,30159592.59789428
3129,248022237.4350587
3130,11668452.02355658
3131,1556252.3043406685
3132,6481221.852745073
3133,513663.3822564735
3134,11796101.848493539
3135,3225957.4351016274
3136,4525526.997080085
3137,40618446.35099409
3138,1187068.1490136785
3139,16764604.176888898
3140,137699712.56424585
3141,6919752.76850621
3142,613.9122110412006
3143,207783370.78018612
3144,5927733.057841316
3145,2550056.7290759073
3146,1632123.835503082
3147,11697813.40086511
3148,512313.07027578005
3149,21712808.574041158
3150,74203539.54507287
3151,7866057.216644017
3152,27490094.88248495
3153,490293.0964056852
3154,3784636.4480774766
3155,18793629.152364347
3156,3531670.1093465774
3157,25932460.02555722
3158,244578993.24555027
3159,4924960.985782909
3160,17798939.837570403
3161,404953.7712965412
3162,2189122.429535549
3163,182656330.362454
3164,3976024.3941974686
3165,35961.05118368413
3166,178388.79022045957
3167,76488104.99953678
3168,185487.20990905428
3169,24153694.701398768
3170,14089397.597947478
3171,12688429.095100742
3172,31961955.296070546
3173,623274.5912199785
3174,1147065.939735543
3175,6391370.505784158
3176,74350407.61955032
3177,137383075.8686691
3178,3413937.2521449607
3179,4612081.075970809
3180,1156261.5726898096
3181,266763.07639740285
3182,179893674.30527508
3183,28054196.857766397
3184,47976364.402018905
3185,82723883.38809529
3186,65613171.50153225
3187,1871528.4254246445
3188,9979271.118580017
3189,108929661.50851004
3190,24485596.09424301
3191,4496165.661457776
3192,2144471.99277571
3193,194357227.39474356
3194,38588817.793250024
3195,207796.1327356437
3196,2883191.449330601
3197,484024.5856605713
3198,67801301.35099265
3199,296366498.5151775
3200,9394260.37911797
3201,7028.336774362914
3202,4317233.088208017
3203,1037159.9468147771
3204,2411620.1316655744
3205,522067.5855012552
3206,11573234.858623398
3207,63855603.918435484
3208,1065609.9185138186
3209,4969961.879094425
3210,792882387.4612418
3211,705564.7796306422
3212,65346326.10913373
3213,23329911.300291236
3214,3249617.48266704
3215,3513465.848355352
3216,8015101.892375477
3217,484938912.815224
3218,2493219.116604962
3219,58666.87577122653
3220,125096863.79155846
3221,13303213.446435027
3222,130.66763606945105
3223,32211310.82296134
3224,502.8320271816884
3225,3418596.418031013
3226,6823486.6772739105
3227,79244994.43821648
3228,126570636.38087313
3229,174584627.93892807
3230,43045240.86846386
3231,26454428.629235506
3232,12806981.987924082
3233,4540334.077678215
3234,2228975.80201327
3235,278153.41079331364
3236,84782.12288864744
3237,11707842.81397348
3238,1242375.1939038306
3239,48970.76363738312
3240,294846617.8019978
3241,2324380.773922154
3242,5827772.62629705
3243,3036796.8037182093
3244,128628.43451887241
3245,132641.3204923613
3246,7622494.580300222
3247,8878020.24269702
3248,48677160.09130465
3249,34398557.66088187
3250,360564501.55200666
3251,555007.3572665744
3252,15182091.858373547
3253,79443651.59995994
3254,1308137.6671820343
3255,231389.93849632685
3256,8909172.39770904
3257,3300622.3915135264
3258,9153394.931846406
3259,26114063.098946273
3260,853845.8648147122
3261,419575087.2662641
3262,4361611.391435324
3263,226034.32106868093
3264,159105.0468084052
3265,22502.17089729949
3266,160436.95523812258
3267,13461746.036310023
3268,31201.850884111034
3269,32275862.42085659
3270,36168661.11810881
3271,1104713.5130464004
3272,8391077.341883613
3273,23269251.70791782
3274,400079802.9077756
3275,8481285.50855111
3276,189406.96361922257
3277,15953820.4695461
3278,27906723.72497129
